,Project ID,country_atlas,un-region,bureau,year,title_atlas,description,sector,budget_atlas,expense,sdgs,solution,donors_atlas,funding source,lifetime budget
2896,79409,LKA,Asia-Pacific Group,RBAP,2017,Energy generation NAMA,"The Project is to introduce energy sector bottom-up data collection process for GreenHouse Gas (GHG) inventorying process, systematic prioritization process of energy NAMAs, MRV (Monitor, Report and Verify) for energy sector mitigation actions.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",678250,646348,"[13, 7, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,2217228
2897,62498,LKA,Asia-Pacific Group,RBAP,2017,Biomas Energy Production,Promoting Sustainable Biomass Energy Production and Modern Bio Energy Technologies. Promotion of the usage of biomass generated energy as a substitute for imported fossil fuels and reduce carbon footprint.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",364297,288959,"[7, 9]",['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1413692
2898,83575,LKA,Asia-Pacific Group,RBAP,2017,Institutional Strengthening-Phase X-XIII,Extension of the Institutional Strengthening of Phase out of Ozone Depleting Substances under the Montreal Protocol- Phase X-XIII (2015-2022),"[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '2', 'name': 'Democratic Governance'}]",82000,72662,"[12, 15, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,684554
2899,61752,LKA,Asia-Pacific Group,RBAP,2017,Phasing out-Hydro chlorofluorocarbons,The objectives of this project are to phase-out HCFC 141b thus contributing to Sri Lankas compliance with 2013 and 2015 control targets for HCFCs.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",80500,44275,"[13, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,626544
2900,79409,LKA,Asia-Pacific Group,RBAP,2018,Energy generation NAMA,"The Project is to introduce energy sector bottom-up data collection process for GreenHouse Gas (GHG) inventorying process, systematic prioritization process of energy NAMAs, MRV (Monitor, Report and Verify) for energy sector mitigation actions.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",461138,352181,"[13, 7, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,2217228
2901,90074,LKA,Asia-Pacific Group,RBAP,2018,GCS intervention on environment (Biomass),Promote sustainable biomass energy production and modern bio-energy technologies for industries and institutions,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",159145,0,"[7, 9]",['Close the energy gap'],"['GOVERNMENT OF SRI LANKA', 'PRIVATE SECTOR', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,869916
2902,83575,LKA,Asia-Pacific Group,RBAP,2018,Institutional Strengthening-Phase X-XIII,Extension of the Institutional Strengthening of Phase out of Ozone Depleting Substances under the Montreal Protocol- Phase X-XIII (2015-2022),"[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '2', 'name': 'Democratic Governance'}]",103578,103578,"[12, 15, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,684554
2903,62498,LKA,Asia-Pacific Group,RBAP,2018,Biomas Energy Production,Promoting Sustainable Biomass Energy Production and Modern Bio Energy Technologies. Promotion of the usage of biomass generated energy as a substitute for imported fossil fuels and reduce carbon footprint.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",89110,178048,"[7, 9]",['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1413692
2904,61752,LKA,Asia-Pacific Group,RBAP,2018,Phasing out-Hydro chlorofluorocarbons,The objectives of this project are to phase-out HCFC 141b thus contributing to Sri Lankas compliance with 2013 and 2015 control targets for HCFCs.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",75827,95687,"[13, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,626544
2905,79409,LKA,Asia-Pacific Group,RBAP,2019,Energy generation NAMA,"The Project is to introduce energy sector bottom-up data collection process for GreenHouse Gas (GHG) inventorying process, systematic prioritization process of energy NAMAs, MRV (Monitor, Report and Verify) for energy sector mitigation actions.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",348640,410935,"[13, 7, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,2217228
2906,90074,LKA,Asia-Pacific Group,RBAP,2019,GCS intervention on environment (Biomass),Promote sustainable biomass energy production and modern bio-energy technologies for industries and institutions,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",261600,155426,"[7, 9]",['Close the energy gap'],"['GOVERNMENT OF SRI LANKA', 'PRIVATE SECTOR', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,869916
2907,83575,LKA,Asia-Pacific Group,RBAP,2019,Institutional Strengthening-Phase X-XIII,Extension of the Institutional Strengthening of Phase out of Ozone Depleting Substances under the Montreal Protocol- Phase X-XIII (2015-2022),"[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '2', 'name': 'Democratic Governance'}]",91100,80733,"[12, 15, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,684554
2908,119366,LKA,Asia-Pacific Group,RBAP,2019,Transitioning to sustainable energy uses for the agro-in,Transitioning to Sustainable Energy Uses in the Agro-Industry to enhance energy savings and reduce Green House Gas emission.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",81492,22915,"[7, 9]",['Close the energy gap'],"['MINISTRY OF COMMERCE, CHINA']",Non-VF,1007201
2909,61752,LKA,Asia-Pacific Group,RBAP,2019,Phasing out-Hydro chlorofluorocarbons,The objectives of this project are to phase-out HCFC 141b thus contributing to Sri Lankas compliance with 2013 and 2015 control targets for HCFCs.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",16473,16232,"[13, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,626544
2910,62498,LKA,Asia-Pacific Group,RBAP,2019,Biomas Energy Production,Promoting Sustainable Biomass Energy Production and Modern Bio Energy Technologies. Promotion of the usage of biomass generated energy as a substitute for imported fossil fuels and reduce carbon footprint.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",0,-20,"[7, 9]",['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1413692
2911,90074,LKA,Asia-Pacific Group,RBAP,2020,GCS intervention on environment (Biomass),Promote sustainable biomass energy production and modern bio-energy technologies for industries and institutions,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",351750,77316,"[7, 9]",['Close the energy gap'],"['GOVERNMENT OF SRI LANKA', 'PRIVATE SECTOR', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,869916
2912,119366,LKA,Asia-Pacific Group,RBAP,2020,Transitioning to sustainable energy uses for the agro-in,Transitioning to Sustainable Energy Uses in the Agro-Industry to enhance energy savings and reduce Green House Gas emission.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",161657,93468,"[7, 9]",['Close the energy gap'],"['MINISTRY OF COMMERCE, CHINA']",Non-VF,1007201
2913,83575,LKA,Asia-Pacific Group,RBAP,2020,Institutional Strengthening-Phase X-XIII,Extension of the Institutional Strengthening of Phase out of Ozone Depleting Substances under the Montreal Protocol- Phase X-XIII (2015-2022),"[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '2', 'name': 'Democratic Governance'}]",54938,54324,"[12, 15, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,684554
2914,61752,LKA,Asia-Pacific Group,RBAP,2020,Phasing out-Hydro chlorofluorocarbons,The objectives of this project are to phase-out HCFC 141b thus contributing to Sri Lankas compliance with 2013 and 2015 control targets for HCFCs.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",4750,-2691,"[13, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,626544
2915,79409,LKA,Asia-Pacific Group,RBAP,2020,Energy generation NAMA,"The Project is to introduce energy sector bottom-up data collection process for GreenHouse Gas (GHG) inventorying process, systematic prioritization process of energy NAMAs, MRV (Monitor, Report and Verify) for energy sector mitigation actions.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1700,91084,"[13, 7, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,2217228
2916,119366,LKA,Asia-Pacific Group,RBAP,2021,Transitioning to sustainable energy uses for the agro-in,Transitioning to Sustainable Energy Uses in the Agro-Industry to enhance energy savings and reduce Green House Gas emission.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",485608,262309,"[7, 9]",['Close the energy gap'],"['MINISTRY OF COMMERCE, CHINA']",Non-VF,1007201
2917,83575,LKA,Asia-Pacific Group,RBAP,2021,Institutional Strengthening-Phase X-XIII,Extension of the Institutional Strengthening of Phase out of Ozone Depleting Substances under the Montreal Protocol- Phase X-XIII (2015-2022),"[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '2', 'name': 'Democratic Governance'}]",108535,36675,"[12, 15, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,684554
2918,61752,LKA,Asia-Pacific Group,RBAP,2021,Phasing out-Hydro chlorofluorocarbons,The objectives of this project are to phase-out HCFC 141b thus contributing to Sri Lankas compliance with 2013 and 2015 control targets for HCFCs.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",28970,29116,"[13, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,626544
2919,90074,LKA,Asia-Pacific Group,RBAP,2021,GCS intervention on environment (Biomass),Promote sustainable biomass energy production and modern bio-energy technologies for industries and institutions,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",17001,26940,"[7, 9]",['Close the energy gap'],"['GOVERNMENT OF SRI LANKA', 'PRIVATE SECTOR', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,869916
2920,145829,LKA,Asia-Pacific Group,RBAP,2022,Mainstreaming E-Mobility Through the Conversion of Tuk-T,Mainstreaming E-Mobility Through the Conversion of Tuk-Tuks to Electric Vehicles (EVs),"[{'code': '18', 'name': 'Accelerate structural transformations'}]",1151772,35631,"[7, 9]",['Close the energy gap'],"['Korean Environmental Industry & Technology Institute', 'UNDP Funding Windows', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1151772
2921,142290,LKA,Asia-Pacific Group,RBAP,2022,Climate Promise: From Pledge to Impact,Establish and strengthen mechanisms to access and support enhanced climate resilience in the country.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",324000,311742,"[7, 9]",['Close the energy gap'],['SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)'],Non-VF,324000
2922,119366,LKA,Asia-Pacific Group,RBAP,2022,Transitioning to sustainable energy uses for the agro-in,Transitioning to Sustainable Energy Uses in the Agro-Industry to enhance energy savings and reduce Green House Gas emission.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",278444,222556,"[7, 9]",['Close the energy gap'],"['MINISTRY OF COMMERCE, CHINA']",Non-VF,1007201
2923,134410,LKA,Asia-Pacific Group,RBAP,2022,MP Projects Sri Lanka,HCFC Phase-out Management Plan Stage II and Institutional Strengthening Phase XIII,"[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '19', 'name': 'Build resilience to shocks and crisis'}]",261353,108175,"[12, 13]","['Enhance national prevention and recovery capacities for resilient societies', 'Close the energy gap']",['MONTREAL PROTOCOL'],Non-VF,261353
2924,139993,LKA,Asia-Pacific Group,RBAP,2022,POPs and HCWM in Sri Lanka-GEF,Integrated Management and Environmentally Sound Disposal of POPs Pesticides and Mercury in Healthcare and Agricultural Sectors in Sri Lanka,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",120000,65142,"[7, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,120000
2925,83575,LKA,Asia-Pacific Group,RBAP,2022,Institutional Strengthening-Phase X-XIII,Extension of the Institutional Strengthening of Phase out of Ozone Depleting Substances under the Montreal Protocol- Phase X-XIII (2015-2022),"[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '2', 'name': 'Democratic Governance'}]",99592,-109,"[12, 15, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,684554
2926,140093,LKA,Asia-Pacific Group,RBAP,2022,Preparation of an HFC Phase-down Plan,Preparation of an hydrofluorocarbons (HFC) Phase-down Plan for Sri Lanka - preparatory stage,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",92680,20794,"[12, 13]",['Close the energy gap'],['MONTREAL PROTOCOL'],Non-VF,92680
2927,90074,LKA,Asia-Pacific Group,RBAP,2022,GCS intervention on environment (Biomass),Promote sustainable biomass energy production and modern bio-energy technologies for industries and institutions,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",80420,53293,"[7, 9]",['Close the energy gap'],"['GOVERNMENT OF SRI LANKA', 'PRIVATE SECTOR', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,869916
2928,66988,SDN,Asia-Pacific Group,RBAP,2014,Promoting Utiliy Scale Power Generation from Wind Energy,Promoting Utility Scale Power Generation from Wind Energy,"[{'code': '1', 'name': 'Inclusive Growth'}]",101032,101005,[],['Others'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,101032
2929,79935,SDN,Asia-Pacific Group,RBAP,2014,Promoting the use of electric water pumps for irrigation,Promoting the use of  Electric   Water Pumps  for Irrigation in Sudan,"[{'code': '1', 'name': 'Inclusive Growth'}]",36000,33054,[],['Others'],['Global Environment Fund Truste'],Non-VF,100000
